poiID,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneTitle1,telephone,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,url,url2,url3,ferry,tram,monorail,train,lightRail,tube,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,adult,concessions,child,childText,priceText,Price - Don’t Touch,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,cuisine,priceCat,taxonomy - Don’t Touch,additional_info - Don’t touch,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat13,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat14,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,related,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,,imageName
madrid_sight_0136,Casa Mira,"<p>Founded in 1842 by Luis Mira, who knew how to cater for the famous Spanish sweet tooth, <strong>Casa Mira</strong>&nbsp;is best known for its <em>turr&oacute;n</em> (Christmas nougat); also marzipan, chocolate and <em>pesti&ntilde;os</em> (honey coated pastries).&nbsp;Made without artificial colouring or preservatives, the nougat sold here is the genuine article.</p>","TT_MADRID048TOP10_008, TT_MADRID109SPESHO_005",Carrera de San Jerónimo 30,Madrid,28014,Old Madrid,,Spain,,91 429 67 96,,,,,,,,,www.casamira.es/,,,,,,,,"Sevilla, Sol",,"10am–2pm & 5–9pm Mon–Sat, 10:30am–2:30pm & 5:30–9pm Sun & public hols.",10 Jul–1 Sep,"Sun during summer (June, 1–10 Jul & Sep)",TRUE,,,,,,,,,,,,,EUR,40.41651398,-3.699264776,TRUE,,FALSE,FALSE,Shopping,,,,,,Top 10 Spanish Theme Shops | Shopping | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,casa_mira_madrid_alamy_d3dc2b.jpg,Pastries at Casa María,&#169;Alamy Images/Alex Segre,D3DC2B,Alamy,Alex Segre,"Shop display of fine quality nougat at Casa Mira, Madrid, Spain",,Shopping,
madrid_sight_0138,Casa Mono,"<p><strong>Casa Mono</strong>&nbsp;is a modern, airy restaurant with a range of tasty dishes, including bream stuffed with prawns and confit of duck. Also good for breakfast.</p>",EWTG_MADRID171FURAFI_003,Calle Tutor 37,Madrid,28008,Further Afield,,Spain,,91 452 95 52,,,,,,,,,www.casamonomadrid.com,,,,,,,,Argüelles,,Daily,Late Aug,,TRUE,,,,,,,,,,,,,EUR,40.4290517,-3.716549277,TRUE,,FALSE,FALSE,Food and Drink,,,,Contemporary Spanish,£,Where To Eat and Drink | | Further Afield |,cuisine: Modern Spanish |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0142,Museo Sorolla,"<p>The home of Valencian artist Joaqu&iacute;n Sorolla (1863&ndash;1923), <strong>Museo Sorolla&nbsp;</strong>is now a delightful museum displaying his work.</p><p>Sorolla spent the last 13 years of his life here. Some rooms have been left as they were in his lifetime, while others are used to hang his work. Dubbed &ldquo;the Spanish Impressionist&rdquo;, Sorolla won international recognition after his paintings were exhibited in the Exposition Universelle in Paris (1901). The subject matter of his canvases range from Spanish folk scenes to landscapes, but he is at his most appealing when evoking the sea. Don’t leave without seeing the Andalusian-style garden.</p>","TT_MADRID044MUSGAL_009, TT_MADRID078SALREC_010",Paseo del General Martínez Campos 37,Madrid,28010,Further Afield,,Spain,,91 310 15 84,,,,,,,,,museosorolla.mcu.es/,,,,,,,,"Rubén Darío, Gregorio Marañón",,"9:30am–8pm Tue–Sat, 10am–3pm Sun & public hols",,"Mon, 1 Jan, 1 & 15 May, 24–25 & 31 Dec",,,,TRUE,,,,3,1.5,0,Under 18s free,,,EUR,"40.435533,",-3.692457,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,Museums and Galleries |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,museo_sorolla_madrid_rhpl_817_73298.jpg,Art on display at Museo Sorolla,&#169;Robert Harding Picture Library/age fotostock/Ken Welsh,817-73298,RHPL,Ken Welsh,"Museo Sorolla, Madrid, Spain",,Art Galleries and Museums,
madrid_sight_0143,Casa Patas,"<p>If you&rsquo;re interested in Flamenco but don&rsquo;t know your <em>cantadores</em> from your <em>bailadores</em>, lively <strong>Casa Patas</strong>&nbsp;is a good place to get acquainted with the scene. Rated by madrile&ntilde;os for its class acts, the show usually starts around 11pm or a little later and continues into the small hours. Beforehand you can have a drink at the bar or order from the range of tapas, steaks and plates of fried fish.</p>","TT_MADRID060NIGOUT_001, TT_MADRID111NIGOUT_001",Calle de los Cañizares 10,Madrid,28012,Old Madrid,,Spain,,91 369 04 96,,,,,,,,,www.casapatas.com,,,,,,,,Antón Martín,,12:30–4:30pm & 7:30pm–midnight Mon–Fri; 7:30pm–midnight Sat,,"Sun, 24–25 Dec",TRUE,,,,,,,,,,,,,EUR,40.412752,-3.701674,TRUE,,FALSE,Entertainment and Nightlife,Entertainment and Nightlife,Casa Patas | Madrid | DK Trip Planner,Casa Patas is one of the top Flamenco venues in Madrid. Browse DK Trip Planner for more on Casa Patas and all of the other best Flamenco venues in Madrid.,,,,Nights Out |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,casa_patas_madrid_dk_al483196.jpg,Flamenco dancer performing at Casa Patas,&#169;dkimages,AL483196,dk,,,,Entertainment and Nightlife,
madrid_sight_0145,Casa Perico,"<p><strong>Casa Perico</strong> has barely changed since it opened in the 1940s. The family-run restaurant has oodles of old-fashioned charm, with rustic wooden furnishings, paintings and knick-knacks. Casa Perico&nbsp;prides itself on traditional local dishes, from hearty mountain stews with lentils to juicy meatballs, and classic desserts like rice pudding and home-made <em>natillas</em> (custard pudding).</p>",EWTG_MADRID169AROLA_022,Calle de la Ballesta 18,Madrid,28004,Downtown Madrid,,Spain,,91 532 81 76,,,,,,,,,www.casapericomadrid.es,,,,,,,,Gran Vía,,Mon–Sat,Aug,Sun,,,,,,,,,,,,,,EUR,40.42186036,-3.70339036,TRUE,,FALSE,FALSE,Food and Drink,,,,Traditional Spanish,££,Where To Eat and Drink | | Around La Castellana |,cuisine: Traditional Madrileño | additional_info: Closed Sun |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0147,Casa Revuelta,"<p>Ideal for tapas if you’re near the Plaza Mayor, <strong>Casa Revuelta</strong> is a&nbsp;long-established favourite with a colourfully tiled interior and a largely local crowd.&nbsp;The&nbsp;<em>bacalao</em>&nbsp;(fried salt cod)&nbsp;is not to be missed. &nbsp;</p>",EWTG_MADRID166OLDMAD_003,Calle de Latoneras 3 (Plaza de Puerta Cerrada),Madrid,28005,Old Madrid,,Spain,,91 521 45 16,,,,,,,,,,,,,,,,,"La Latina, Tirso de Molina",,"Mon, Wed–Sun (Sun lunch only)",Aug,Tue,,,,,,,,,,,,,,EUR,40.41385548,-3.707901835,TRUE,,FALSE,FALSE,Food and Drink,,,,Tapas,£,Where To Eat and Drink | | Old Madrid |,"cuisine: Tapas | additional_info: Closed Sun, Mon dinner |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0149,Casa Valencia,"<p><strong>Casa Valencia</strong> is one of the&nbsp;best places to try an authentic paella in Madrid. A fantastic range of Mediterranean rice dishes line the menu,&nbsp;including rice cooked in squid ink, plus plenty of meat and seafood dishes.</p>",EWTG_MADRID171FURAFI_010,Paseo del Pintor Rosales 58,Madrid,28008,Further Afield,,Spain,,91 544 17 47,,,,,,,,,lacasavalencia.es,,,,,,,,"Argüelles, Moncloa",,Mon–Sat,Late Aug,Sun,TRUE,,,,,,,,,,,,,EUR,40.43020322,-3.722820282,TRUE,,FALSE,FALSE,Food and Drink,,,,Mediterranean,££,Where To Eat and Drink | | Further Afield |,cuisine: Mediterranean | additional_info: Closed Sun dinner |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0153,La Terraza Del Casino,"<p>The exclusive gentlemen&rsquo;s club,&nbsp;Casino de Madrid,&nbsp;is rarely open to the public; however, non-members are allowed in the restaurant, <strong>La Terraza Del Casino</strong>, which has one Michelin star. The florid architecture by Luis Esteve and Jos&eacute; L&oacute;pez Salaberry is typical of the Neo-Plateresco style.</p>",TT_MADRID086DOWMAD_010_R13,Calle de Alcalá 15,Madrid,28014,Downtown Madrid,,Spain,,91 532 12 75,,,,,,,,,www.casinodemadrid.es/nuevo/index.php,,,,,,,,Sevilla,,Tue–Sat,Aug,"Mon, Sun & public hols",TRUE,,,,,,,,,,,,,EUR,40.41741527,-3.700338305,TRUE,,FALSE,FALSE,Food and Drink,,,,Contemporary Spanish,£££,Downtown Madrid | Sights | Attraction |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0154,Catedral de la Almudena,"<p>The building of Madrid&rsquo;s <strong>Catedral de la Almudena</strong>&nbsp;began in 1883, but it was not until 1993 that it was completed and subsequently inaugurated by Pope John Paul II.</p><p>The slow construction, which ceased completely during the Spanish Civil War, involved several architects. The cathedral&rsquo;s Neo-Gothic grey and white fa&ccedil;ade resembles that of the Palacio Real, which stands opposite. The crypt houses a 16th-century image of the Virgen de la Almudena.</p>","EWTG_MADRID063CATDE, TT_MADRID096ROYMAD_008, TT_MADRID096DOWMAD_029",Calle de Bailén 8–10,Madrid,28013,Royal Madrid,,Spain,,91 542 22 00,,,,,,,,,www.catedraldelaalmudena.es/,,,,,,,,Ópera,,9am–8:30pm daily,,,TRUE,,,,,,,,,,,,,EUR,40.41613397,-3.714130525,TRUE,,FALSE,Religious Buildings,"Religious Buildings, Historic Sights and Landmarks",Catedral de la Almudena | Madrid | DK Trip Planner,Catedral de la Almudena was constructed by several architects. Browse DK Trip Planner for more on Catedral de la Almudena in the heart of Royal Madrid.,,,,Old Madrid |,additional_info: Cathedral: Open 9am–8:30pm daily (from 10am–9pm Jul & Aug) | additional_info: Museum: Open 10am– 2:30pm Mon–Sat | additional_info: Crypt: Open 10am–8pm daily |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91 588 10 00,TRUE,catedral_la_almudena_madrid_glow_ad_212607.jpg,Neo-Gothic façade of Catedral de la Almuneda,"&#169;Glow Images/ARCO/Boensch, B",ad_212607,Glow,"Boensch, B","Almudena Cathedral, Madrid, Spain / Catedral de Nuestra Senora de la Almudena, Catedral de la Almudena, Santa Maria la Real de La Almudena",,"Religious Buildings, Historic Sights and Landmarks",
madrid_sight_0157,Centro Cultural Conde Duque,"<p>Built in 1717 and home to the Royal Barracks until 1983, the&nbsp;<strong>Centro Cultural Conde Duque&nbsp;</strong>houses the city&rsquo;s historical archives; several council offices; a library; a cultural centre with four temporary exhibition rooms and an auditorium within the old chapel, built in 1718.</p><p>The enormous rectangular complex is named after Gaspar de Guzm&aacute;n (1587&ndash;1645), Conde Duque de Olivares. As a minister of Felipe IV, the count had a palace on this site. After his death, the palace was neglected and fell into ruin. Subsequently, the plot was divided into two distinct sections. On one section, the Palacio de Liria was built for the Duke of Alba. On the other, the barracks for Los Guardias de Corps were constructed between 1720 and 1754 by Pedro de Ribera, who adorned them with a Baroque fa&ccedil;ade. The three-floor barracks were in use for over a century but, in 1869, they suffered a major fire and eventually fell into a state of total dilapidation. A hundred years later, in 1969, Madrid&rsquo;s city hall made the decision to restore the old army barracks.</p><p>During the annual Summer Arts Festival, opera, plays and concerts are also on the programme at the Centro Cultural Conde Duque,&nbsp;where many of the events are staged outdoors.</p><p>&nbsp;</p>",TT_MADRID056ENTVEN_001,Calle del Conde Duque 11,Madrid,28015,Further Afield,,Spain,,91 722 05 73,,,,,,,,,www.condeduquemadrid.es/,,,,,,,,Ventura Rodríguez,,"10:30am–2pm & 5:30–9pm Tue–Sat, 10:30am–2pm Sun & public hols",,Mon,TRUE,,,,,,,,,,,,,EUR,40.42733,-3.710545,TRUE,,FALSE,Entertainment and Nightlife,"Entertainment and Nightlife, Art Galleries and Museums",Centro Cultural Conde Duque | Madrid | DK Trip Planner,"Centro Cultural Conde Duque houses Madrid’s historical archives, a library, a cultural centre and an auditorium. Browse DK Trip Planner for more on Madrid.",,,,Entertainment Venues | Attraction | Nightlife |,,"Madrid, An Infinity of Paths",0,Art Shows and Exhibitions,"<p>Madrid&rsquo;s Contemporary Art Museum, within the Conde Duque complex, has been closed for some time. As a taster of what to expect once it eventually reopens, Madrid, An Infinity of Paths displays works from its holdings, by 36 Spanish artists and spanning a period from the late 1960s to the end of the last century.</p>",91 722 05 73,www.condeduquemadrid.es/en/evento/madrid-caminos-infinitos,23rd May 2014,12th October 2014,,Cine Bajo el Cielo,Tickets €5.50–6.00,Theatre and Film,"<p>Cine Bajo el Cielo (Cinema Under the Sky) is a season of films held alfresco on Madrid&rsquo;s warm summer nights. Movies of every type, from shlock horror to art-house, are shown.</p>",,www.condeduquemadrid.es/evento/cine-bajo-el-cielo-de-conde-duque/,8th July 2014,14th September 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palacio de Liria, Plaza de España",TRUE,centro_cultural_conde_duque_madrid_dk_al202832.jpg,Detailing on the Centro Cultural Conde Duque,&#169;dkimages,AL202832,dk,,,,"Entertainment and Nightlife, Art Galleries and Museums",
madrid_sight_0158,Centro de Anticuarios Lagasca,"<p>Antiques lovers can save time traipsing the streets for individual shops by visiting <strong>Centro de Anticuarios Lagasca</strong>,&nbsp;which brings together a number of Madrid&rsquo;s most reputable antiques dealers.</p>",TT_MADRID082GENSHO_004,Calle de Lagasca 36,Madrid,28001,Salamanca and Recoletos,,Spain,,91 577 37 52,,,,,,,,,,,,,,,,,"Serrano, Velázquez",,10am–1:30pm & 5–8pm Mon–Sat,Aug,Sun,TRUE,,,,,,,,,,,,,EUR,40.4243,-3.685494,TRUE,,FALSE,FALSE,Shopping,,,,,,Salamanca and Recoletos | General Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Shopping,
madrid_sight_0160,Cervantes Madrid,"<p><strong>Cervantes Madrid</strong>&nbsp;is a&nbsp;classic, with a long, marble bar and a great selection of traditional tapas. Highlights of the menu include platters of Iberian ham, cured Manchego cheese and <em>pulpo a la gallego</em> (tender octopus).</p>",EWTG_MADRID168BOUMAD_004,Calle León 8,Madrid,28014,Old Madrid,,Spain,,91 420 12 98,,,,,,,                                                                                                                       ,,,,,,,,,,Antón Martín,,Daily,,"1 Jan, 24–25 & 31 Dec",TRUE,,,,,,,,,,,,,EUR,40.414265,-3.69881,TRUE,,FALSE,FALSE,Food and Drink,,,,Italian,£,Where To Eat and Drink | | Bourbon Madrid |,cuisine: Tapas |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0162,Cervecería Alemana,"<p>Popular beer and tapas bar <strong>Cervecer&iacute;a Alemana</strong>&nbsp;owes a good deal of its popularity to its terrace on Plaza Santa Ana. Like Museo Chicote, the Alemana was a favourite of Ernest Hemingway and other expats.</p>","TT_MADRID064BARS_007, TT_MADRID108BESRES_008",Plaza de Sta Ana 6,Madrid,28012,Old Madrid,,Spain,,91 429 70 33,,,,,,,,,www.cerveceriaalemana.com,,,,,,,,Antón Martín,,"11am–12:30am Mon, Wed–Thu & Sun; 11am–2:30am Fri–Sat",Aug,Tue,,,,,,,,,,,,,,EUR,40.414513,-3.700426,TRUE,,FALSE,Cafés and Bars,Cafés and Bars,Cervecería Alemana | Madrid | DK Trip Planner,Popular beer and tapas bar Cervecería Alemana owes its popularity to its terrace on Plaza Santa Ana. Browse DK Trip Planner for more on Cervecería Alemana.,,,,Bars |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,cervecer_alemana_madrid_alamy_aeefpa.jpg,Cervecería Alemana,&#169;Alamy Images/Ferruccio,AEEFPA,Alamy,Ferruccio,"Lunh time drinking in the Cerveceria Alemana on Plaza Santa Ana, Madrid, Spain",,Cafés and Bars,
madrid_sight_0164,Cervecería Santa Bárbara,"<p>A Madrid institution, <strong>Cervecer&iacute;a Santa B&aacute;rbara</strong>&nbsp;beer hall is the perfect place to unwind after a day&rsquo;s sightseeing or to begin a night on the town. Both dark beer and lager are available on draught &ndash; some madrile&ntilde;os like to mix the two.</p>","TT_MADRID064BARS_006_R13, TT_MADRID123TABERN_002",Plaza Santa Bárbara 8,Madrid,28004,Chueca and Malasaña,,Spain,,90 319 04 49,,,,,,,,,www.cerveceriasantabarbara.com,,,,,,Alonso Martínez,,Valdeacederas,,11:30am–midnight daily (till 1:30am Fri),,,TRUE,,,,,,,,,,,,,EUR,40.4269673,-3.6962193,TRUE,,FALSE,Cafés and Bars,Cafés and Bars,Cervecería Santa Bárbara | Madrid | DK Trip Planner,"A Madrid institution, Cervecería Santa Bárbara beer hall is the perfect place to unwind after a day’s sightseeing. Browse DK Trip Planner for Madrid tips.",,,,Bars |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE, ,,,,,,,,Cafés and Bars,
madrid_sight_0166,Chocolatería San Ginés,<p><strong>Chocolater&iacute;a San Gin&eacute;s</strong>&nbsp;is a busy spot tucked away in a small alley. It famously serves the best chocolate con churros (fried dough strips served with thick hot chocolate) in Madrid&nbsp;&ndash; the perfect breakfast after a night out.&nbsp;</p>,"EWTG_MADRID166OLDMAD_004, TT_MADRID101PLAEAT_001",Pasadizo de San Ginés 5,Madrid,28013,Royal Madrid,,Spain,,91 365 65 46,,,,,,,,,www.chocolateriasangines.com,,,,,,Puerta del Sol,,Puerta del Sol,,Daily,,,,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €25",EUR,40.41679506,-3.706880842,TRUE,,FALSE,FALSE,Cafés and Bars,,,,,,Where To Eat and Drink | | Old Madrid |,cuisine: Café |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Cafés and Bars,
madrid_sight_0170,Cinco Jotas,"<p><strong>Cinco Jotas</strong> is a&nbsp;Mecca for ham-lovers, specialising in the sought-after<em> jam&oacute;n de bellota</em>, produced from acorn-fed pigs. The menu also offers a good range of classic Spanish tapas, from croquetas to tortilla.</p>",EWTG_MADRID169AROLA_023,Calle de Puigcerdá 2,Madrid,28001,Salamanca and Recoletos,,Spain,,91 575 41 25,,,,,,,,,www.restaurantescincojotas.com,,,,,,Madrid-Recoletos,,Serrano,,12:30–3:30pm & 6:30–11pm daily,,"1 Jan, 25 Dec",,,,,,,,,,,,,,EUR,40.42378384,-3.68629396,TRUE,,FALSE,FALSE,Food and Drink,,,,Tapas,££,Where To Eat and Drink | | Around La Castellana |,cuisine: Tapas |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
